frame,track id,type,truncated,occluded,alpha,bbox left,bbox top,bbox right,bbox bottom,score
12,2,Pedestrian,0,1,0.16486516033888077,588.011997003999,137.998003995006,670.011997003999,359.998003995006,0.0
13,1,Pedestrian,0,0,0.0,557.0,145.0,656.0,364.0,0.8542806506156921
13,3,Pedestrian,0,0,0.0,266.0,138.0,330.0,321.0,0.8321539759635925
13,2,Pedestrian,0,0,6.885624343005257e-05,617.0,138.0,697.0,359.0,0.8205135464668274
14,1,Pedestrian,0,0,0.05549850524571683,575.0,146.0,672.0,362.0,0.8007959127426147
14,3,Pedestrian,0,0,0.0,280.0,138.0,345.0,324.0,0.8407418131828308
14,2,Pedestrian,0,0,0.08314123188844123,629.0,137.0,709.0,358.0,0.8198205232620239
15,1,Pedestrian,0,0,0.17985349979247828,586.0,144.0,683.0,363.0,0.8336886167526245
15,3,Pedestrian,0,0,0.07677189126977804,293.0,139.0,358.0,325.0,0.8112519383430481
15,2,Pedestrian,0,0,0.0,642.0,137.0,723.0,360.0,0.8031688332557678
16,1,Pedestrian,0,0,0.12435499454676144,594.0,143.0,694.0,362.0,0.8259639739990234
16,3,Pedestrian,0,0,0.08314123188844123,305.0,140.0,369.0,324.0,0.7592007517814636
16,2,Pedestrian,0,0,0.14189705460416394,656.0,139.0,738.0,361.0,0.8213634490966797
16,6,Pedestrian,0,0,0.0,497.0,139.0,523.0,205.0,0.739226758480072
17,1,Pedestrian,0,0,0.0,606.0,143.0,707.0,363.0,0.8366201519966125
17,3,Pedestrian,0,0,0.06656816377582381,320.0,141.0,383.0,322.0,0.7267245650291443
17,2,Pedestrian,0,0,0.08314123188844123,668.0,140.0,751.0,362.0,0.8210705518722534
17,6,Pedestrian,0,0,0.4636476090008061,499.0,138.0,525.0,206.0,0.7330699563026428
17,7,Pedestrian,0,0,0.0,249.0,130.0,314.0,331.0,0.7262833118438721
17,9,Pedestrian,0,0,0.0,628.0,140.0,717.0,361.0,0.7256856560707092
17,10,Pedestrian,0,0,0.0,247.0,131.0,311.0,330.0,0.7954861521720886
18,1,Pedestrian,0,0,0.21109333322274654,620.0,146.0,720.0,363.0,0.8458492755889893
18,3,Pedestrian,0,0,0.07130746478529032,334.0,142.0,399.0,322.0,0.8617234230041504
18,2,Pedestrian,0,0,0.0,682.0,140.0,763.0,357.0,0.7335734963417053
18,6,Pedestrian,0,0,1.5707963267948966,499.0,139.0,525.0,206.0,0.706373929977417
18,7,Pedestrian,0,0,0.6747409422235526,254.0,134.0,320.0,335.0,0.8252452611923218
18,10,Pedestrian,0,0,0.11065722117389565,256.0,132.0,321.0,335.0,0.7555514574050903
18,12,Pedestrian,0,0,0.0,1113.0,132.0,1197.0,363.0,0.8273345232009888
18,9,Pedestrian,0,1,0.2193432546052018,628.6273726273726,140.13986013986013,717.6273726273726,361.13986013986016,0.0
19,1,Pedestrian,0,0,0.14888994760949725,640.0,143.0,742.0,362.0,0.8096426725387573
19,3,Pedestrian,0,0,0.1746721990082397,351.0,139.0,418.0,323.0,0.8844040036201477
19,2,Pedestrian,0,0,0.07677189126977804,669.0,141.0,754.0,361.0,0.7964712977409363
19,7,Pedestrian,0,0,0.3217505543966422,269.0,129.0,337.0,338.0,0.8477994799613953
19,10,Pedestrian,0,0,0.17985349979247828,267.0,130.0,334.0,338.0,0.8113081455230713
19,12,Pedestrian,0,0,0.4398425828157362,1096.0,140.0,1180.0,363.0,0.8260993957519531
19,6,Pedestrian,0,1,1.568300175081641,499.000002491518,139.00099814157983,525.000002491518,206.00099814157983,0.0
19,9,Pedestrian,0,1,0.2193432546052018,629.8821178821177,140.4195804195804,718.8821178821177,361.4195804195804,0.0
20,1,Pedestrian,0,0,0.21109333322274654,654.0,140.0,758.0,362.0,0.8243718147277832
20,3,Pedestrian,0,0,0.09966865249116202,361.0,140.0,429.0,324.0,0.8537746071815491
20,2,Pedestrian,0,0,0.7853981633974483,668.0,140.0,757.0,362.0,0.7526370882987976
20,7,Pedestrian,0,0,0.7853981633974483,276.0,136.0,343.0,339.0,0.813391923904419
20,12,Pedestrian,0,0,0.03844259002118798,1070.0,141.0,1154.0,363.0,0.778792142868042
20,6,Pedestrian,0,0,0.46404728452681676,501.0,138.0,527.0,206.0,0.7038375735282898
20,10,Pedestrian,0,1,0.1796064788175974,267.01099823927643,129.9980031266128,334.01099823927643,337.9980031266128,0.0
20,9,Pedestrian,0,1,0.2193432546052018,632.3916083916079,140.97902097902093,721.3916083916079,361.97902097902096,0.0
21,1,Pedestrian,0,0,0.12435499454676144,670.0,142.0,775.0,364.0,0.8417118191719055
21,3,Pedestrian,0,0,0.21866894587394195,370.0,138.0,438.0,324.0,0.8113687038421631
21,2,Pedestrian,0,0,0.13255153229667402,698.0,136.0,793.0,364.0,0.7907876968383789
21,7,Pedestrian,0,0,0.3217505543966422,285.0,139.0,351.0,341.0,0.8073642253875732
21,12,Pedestrian,0,0,0.0,1036.0,141.0,1123.0,363.0,0.8084068298339844
21,6,Pedestrian,0,1,0.4632477746702326,501.001998004487,137.99900199614544,527.001998004487,205.99900199614544,0.0
21,10,Pedestrian,0,1,0.1796064788175974,267.0329947178293,129.99400937983836,334.0329947178293,337.99400937983836,0.0
21,9,Pedestrian,0,1,0.2193432546052018,637.4105894105883,142.097902097902,726.4105894105883,363.097902097902,0.0
22,1,Pedestrian,0,0,0.0,686.0,142.0,793.0,364.0,0.8459347486495972
22,3,Pedestrian,0,0,0.06656816377582381,385.0,139.0,454.0,325.0,0.8377593159675598
22,7,Pedestrian,0,0,0.24497866312686414,293.0,137.0,360.0,341.0,0.837028443813324
22,12,Pedestrian,0,0,0.060532019782107135,1003.0,143.0,1090.0,363.0,0.8515844941139221
22,15,Pedestrian,0,0,0.0,291.0,135.0,366.0,338.0,0.7164698243141174
22,2,Pedestrian,0,1,0.1325886380969578,698.0299690190199,135.996002998998,793.0299690190199,363.996002998998,0.0
22,6,Pedestrian,0,1,0.4632477746702326,501.005994013461,137.9970059884363,527.005994013461,205.9970059884363,0.0
22,10,Pedestrian,0,1,0.1796064788175974,267.076987674935,129.9860218862895,334.076987674935,337.9860218862895,0.0
22,9,Pedestrian,0,1,0.2193432546052018,647.4485514485491,144.33566433566412,736.4485514485491,365.33566433566415,0.0
23,1,Pedestrian,0,0,0.0,706.0,142.0,814.0,363.0,0.8159778714179993
23,3,Pedestrian,0,0,0.19739555984988075,395.0,137.0,468.0,331.0,0.8552858829498291
23,7,Pedestrian,0,0,0.23109066719589708,310.0,133.0,379.0,342.0,0.8403722047805786
23,12,Pedestrian,0,0,0.05400150037596829,966.0,145.0,1054.0,363.0,0.861088752746582
23,15,Pedestrian,0,1,0.434367276654999,291.2907092907093,135.13486513486512,366.2907092907093,338.1348651348651,0.0
23,2,Pedestrian,0,1,0.1325886380969578,698.0899070570596,135.98800899699398,793.0899070570596,363.988008996994,0.0
23,6,Pedestrian,0,1,0.4632477746702326,501.01398603140905,137.99301397301807,527.013986031409,205.99301397301807,0.0
23,10,Pedestrian,0,1,0.1796064788175974,267.1649735891465,129.9700468991918,334.1649735891465,337.9700468991918,0.0
23,9,Pedestrian,0,1,0.2193432546052018,667.5244755244707,148.81118881118837,756.5244755244707,369.8111888111884,0.0
24,1,Pedestrian,0,0,0.17985349979247828,717.0,140.0,825.0,363.0,0.8348308205604553
24,3,Pedestrian,0,0,0.0,403.0,137.0,482.0,345.0,0.8756783604621887
24,7,Pedestrian,0,0,0.16514867741462683,322.0,135.0,393.0,345.0,0.8441924452781677
24,12,Pedestrian,0,0,0.060532019782107135,933.0,143.0,1021.0,360.0,0.8175856471061707
24,6,Pedestrian,0,0,0.277903915637854,508.0,136.0,535.0,209.0,0.7440488338470459
24,2,Pedestrian,0,0,0.03499047777008851,727.0,137.0,823.0,364.0,0.7930912375450134
24,15,Pedestrian,0,0,0.34447282151494313,316.0,144.0,390.0,346.0,0.8270857334136963
24,10,Pedestrian,0,1,0.1796064788175974,267.3409454175694,129.9380969249964,334.3409454175694,337.9380969249964,0.0
24,9,Pedestrian,1,1,0.2193432546052018,707.676323676314,157.76223776223688,796.676323676314,378.7622377622369,0.0
25,1,Pedestrian,0,0,0.11942892601833845,742.0,137.0,853.0,363.0,0.7481438517570496
25,3,Pedestrian,0,0,0.0,414.0,137.0,496.0,349.0,0.8713389039039612
25,7,Pedestrian,0,0,0.0,331.0,135.0,404.0,347.0,0.8721670508384705
25,12,Pedestrian,0,0,0.03844259002118798,907.0,144.0,996.0,361.0,0.8359883427619934
25,6,Pedestrian,0,0,0.4636476090008061,510.0,137.0,538.0,210.0,0.7418889999389648
25,2,Pedestrian,0,0,0.0,743.0,137.0,840.0,364.0,0.7493072152137756
25,15,Pedestrian,0,1,0.3466126330797058,316.0252654438469,144.00912573939547,390.0252654438469,346.0091257393955,0.0
25,10,Pedestrian,0,1,0.1796064788175974,267.69288907441523,129.87419697660556,334.69288907441523,337.87419697660556,0.0
26,1,Pedestrian,0,0,0.11848995915813777,784.0,132.0,895.0,361.0,0.7406488656997681
26,3,Pedestrian,0,0,0.0,428.0,137.0,511.0,355.0,0.8561973571777344
26,7,Pedestrian,0,0,0.24497866312686414,343.0,132.0,419.0,350.0,0.8557341694831848
26,12,Pedestrian,0,0,0.04164257909858842,883.0,143.0,974.0,361.0,0.8924113512039185
26,2,Pedestrian,0,0,0.0,754.0,137.0,853.0,363.0,0.7984403967857361
26,17,Car,1,0,0.0,0.0,4.0,261.0,362.0,0.8149936199188232
26,6,Pedestrian,0,1,0.46145427237866815,510.002004990013,137.00099700399699,538.002004990013,210.00099700399699,0.0
26,15,Pedestrian,0,1,0.3466126330797058,316.07579633154063,144.02737721818642,390.07579633154063,346.0273772181864,0.0
26,10,Pedestrian,0,1,0.1796064788175974,268.3967763881069,129.7463970798239,335.3967763881069,337.7463970798239,0.0
27,3,Pedestrian,0,0,0.13255153229667402,443.0,139.0,521.0,344.0,0.8564043045043945
27,7,Pedestrian,0,0,0.3805063771123649,353.0,128.0,430.0,349.0,0.8103369474411011
27,12,Pedestrian,0,0,0.08800737352774077,849.0,140.0,944.0,362.0,0.7822734713554382
27,2,Pedestrian,0,0,0.22679884805388587,767.0,140.0,869.0,363.0,0.8030827641487122
27,17,Car,1,0,0.0,0.0,4.0,260.0,362.0,0.7529685497283936
27,15,Pedestrian,0,0,0.09284729382744435,348.0,147.0,421.0,347.0,0.7339193224906921
27,6,Pedestrian,0,0,0.32170123600682116,516.0,139.0,544.0,212.0,0.7069350481033325
27,1,Pedestrian,0,1,0.11849053335152815,784.0419830030199,131.995001999002,895.0419830030199,360.995001999002,0.0
27,10,Pedestrian,0,1,0.1796064788175974,269.80455101549023,129.4907972862606,336.80455101549023,337.4907972862606,0.0
28,3,Pedestrian,0,0,0.07130746478529032,457.0,140.0,536.0,346.0,0.8552254438400269
28,7,Pedestrian,0,0,0.3217505543966422,362.0,131.0,439.0,352.0,0.8423216342926025
28,2,Pedestrian,0,0,0.0,775.0,140.0,880.0,364.0,0.7919812202453613
28,1,Pedestrian,0,0,0.06007808000084257,834.0,135.0,944.0,360.0,0.8536264300346375
28,12,Pedestrian,0,1,0.08797471507658956,848.966009988007,139.997001999995,943.966009988007,361.997001999995,0.0
28,15,Pedestrian,0,1,0.09368593169412881,348.0319932721717,147.00300611961978,421.0319932721717,347.0030061196198,0.0
28,6,Pedestrian,0,1,0.3217998382191398,516.005996008981,139.001998998006,544.005996008981,212.001998998006,0.0
28,10,Pedestrian,0,1,0.1796064788175974,272.6201002702569,128.979597699134,339.6201002702569,336.979597699134,0.0
29,3,Pedestrian,0,0,0.5880026035475675,466.0,134.0,551.0,349.0,0.8682824373245239
29,7,Pedestrian,0,0,0.11065722117389565,371.0,130.0,451.0,357.0,0.8443130254745483
29,1,Pedestrian,0,0,0.04345089539153084,857.0,136.0,966.0,359.0,0.846964955329895
29,12,Pedestrian,0,0,0.05135851964042907,810.0,142.0,907.0,361.0,0.8015270829200745
29,2,Pedestrian,0,1,0.0003740176706538322,775.008004993014,140.00000299400898,880.008004993014,364.000002994009,0.0
29,15,Pedestrian,0,1,0.09368593169412881,348.09597981651507,147.00901835885935,421.09597981651507,347.00901835885935,0.0
29,6,Pedestrian,0,1,0.3217998382191398,516.017988026943,139.005996994018,544.017988026943,212.005996994018,0.0
29,10,Pedestrian,0,1,0.1796064788175974,278.25119877979023,127.95719852488077,345.25119877979023,335.95719852488077,0.0
30,3,Pedestrian,0,0,0.09065988720074511,477.0,133.0,563.0,353.0,0.8704306483268738
30,7,Pedestrian,0,0,0.09065988720074511,382.0,129.0,465.0,362.0,0.860792875289917
30,1,Pedestrian,0,0,0.08314123188844123,869.0,137.0,985.0,361.0,0.7222610712051392
30,12,Pedestrian,0,0,0.10308160852270024,781.0,145.0,875.0,359.0,0.7267518639564514
30,2,Pedestrian,0,1,0.0003740176706538322,775.0240149790419,140.00000898202694,880.0240149790419,364.00000898202694,0.0
30,15,Pedestrian,0,1,0.09368593169412881,348.2239529052018,147.02104283733848,421.2239529052018,347.0210428373385,0.0
30,6,Pedestrian,0,1,0.3217998382191398,516.0419720628671,139.013992986042,544.0419720628671,212.013992986042,0.0
30,10,Pedestrian,0,1,0.1796064788175974,289.5133957988569,125.91240017637432,356.5133957988569,333.9124001763743,0.0
31,3,Pedestrian,0,0,0.15264932839526515,490.0,131.0,575.0,351.0,0.8509594798088074
31,7,Pedestrian,0,0,0.19739555984988075,392.0,131.0,477.0,364.0,0.8719814419746399
31,1,Pedestrian,0,0,1.1659045405098132,872.0,130.0,1000.0,362.0,0.7938351631164551
31,12,Pedestrian,0,0,0.17219081452293902,758.0,149.0,852.0,361.0,0.8422580361366272
31,17,Car,1,0,0.0,0.0,2.0,262.0,362.0,0.7023659944534302
31,2,Pedestrian,0,0,0.014496914057938124,844.0,139.0,952.0,362.0,0.7226004600524902
31,15,Pedestrian,0,1,0.09368593169412881,348.47989908257534,147.04509179429675,421.47989908257534,347.04509179429675,0.0
31,6,Pedestrian,0,1,0.3217998382191398,516.0899401347152,139.02998497009003,544.0899401347152,212.02998497009003,0.0
31,10,Pedestrian,0,1,0.1796064788175974,312.0377898369902,121.82280347936143,379.0377898369902,329.8228034793614,0.0
32,3,Pedestrian,0,0,0.13255153229667402,505.0,133.0,591.0,354.0,0.826481282711029
32,7,Pedestrian,0,0,0.3805063771123649,402.0,135.0,486.0,363.0,0.8568432927131653
32,12,Pedestrian,0,0,0.15660187698201536,739.0,152.0,832.0,359.0,0.8793811798095703
32,17,Car,1,0,1.5707963267948966,0.0,4.0,261.0,362.0,0.7514755129814148
32,2,Pedestrian,0,0,0.7853981633974483,850.0,145.0,964.0,362.0,0.8985722064971924
32,1,Pedestrian,0,1,1.1644039631603549,872.003009002014,129.99300799200998,1000.003009002014,361.99300799201,0.0
32,15,Pedestrian,0,1,0.09368593169412881,348.9917914373224,147.0931897082133,421.9917914373224,347.0931897082133,0.0
32,6,Pedestrian,0,1,0.3217998382191398,516.1858762784115,139.06196893818606,544.1858762784115,212.06196893818606,0.0
32,10,Pedestrian,0,1,0.1796064788175974,357.08657791325686,113.64361008533564,424.08657791325686,321.64361008533564,0.0
33,3,Pedestrian,0,0,0.0,524.0,133.0,610.0,355.0,0.8670983910560608
33,7,Pedestrian,0,0,0.15264932839526515,415.0,133.0,501.0,364.0,0.8633676767349243
33,12,Pedestrian,0,0,0.0,717.0,152.0,806.0,355.0,0.8499148488044739
33,2,Pedestrian,0,0,0.16514867741462683,868.0,148.0,989.0,362.0,0.887831449508667
33,1,Pedestrian,0,1,1.1644039631603549,872.009027006042,129.97902397602994,1000.009027006042,361.97902397602996,0.0
33,15,Pedestrian,0,1,0.09368593169412881,350.01557614681644,147.18938553604636,423.01557614681644,347.18938553604636,0.0
33,6,Pedestrian,0,1,0.3217998382191398,516.3777485658039,139.1259368743781,544.3777485658039,212.1259368743781,0.0
33,10,Pedestrian,0,1,0.1796064788175974,447.18415406579015,97.28522329728406,514.1841540657902,305.28522329728406,0.0
34,3,Pedestrian,0,0,0.0,537.0,133.0,626.0,357.0,0.8717344403266907
34,7,Pedestrian,0,0,0.23109066719589708,432.0,129.0,520.0,364.0,0.8751950263977051
34,12,Pedestrian,0,0,0.04542327942157701,695.0,151.0,785.0,354.0,0.870965301990509
34,1,Pedestrian,0,0,0.31353750841670797,906.0,141.0,1036.0,362.0,0.8996085524559021
34,2,Pedestrian,0,1,0.16541790051490934,868.0179880748013,148.003002990018,989.0179880748013,362.003002990018,0.0
34,15,Pedestrian,0,1,0.09368593169412881,352.0631455658046,147.3817771917125,425.0631455658046,347.3817771917125,0.0
34,6,Pedestrian,0,1,0.3217998382191398,516.7614931405889,139.25387274676223,544.7614931405889,212.25387274676223,0.0
34,10,Pedestrian,0,1,0.1796064788175974,627.3793063708567,64.56844972118091,694.3793063708567,272.5684497211809,0.0
35,3,Pedestrian,0,0,0.16514867741462683,549.0,135.0,638.0,360.0,0.884074866771698
35,7,Pedestrian,0,0,0.11710874456686428,449.0,131.0,537.0,364.0,0.8531101942062378
35,12,Pedestrian,0,0,0.11065722117389565,677.0,153.0,768.0,352.0,0.8716437816619873
35,1,Pedestrian,0,0,0.09495170634275632,927.0,139.0,1061.0,363.0,0.863470733165741
35,2,Pedestrian,0,0,0.21008074701144516,929.0,135.0,1060.0,363.0,0.7578375935554504
35,15,Pedestrian,0,1,0.09368593169412881,356.15828440378084,147.7665605030448,429.15828440378084,347.7665605030448,0.0
35,6,Pedestrian,0,1,0.3217998382191398,517.5289822901588,139.50974449153045,545.5289822901588,212.50974449153045,0.0
35,10,Pedestrian,1,1,0.1796064788175974,987.7696109809899,-0.86509743102539,1054.76961098099,207.1349025689746,0.0
36,3,Pedestrian,0,0,0.05549850524571683,567.0,136.0,654.0,358.0,0.8669590950012207
36,7,Pedestrian,0,0,0.0,463.0,131.0,553.0,364.0,0.8741068840026855
36,12,Pedestrian,0,0,0.05258306161094172,658.0,154.0,749.0,352.0,0.8629895448684692
36,1,Pedestrian,0,0,0.09966865249116202,947.0,137.0,1088.0,362.0,0.8929530382156372
36,2,Pedestrian,0,0,0.2730087030867106,954.0,128.0,1097.0,363.0,0.7457920908927917
36,17,Car,1,0,0.0,0.0,1.0,262.0,362.0,0.7381343841552734
36,15,Pedestrian,0,1,0.09368593169412881,364.34856207973337,148.53612712570936,437.34856207973337,348.53612712570936,0.0
36,6,Pedestrian,0,1,0.3217998382191398,519.0639605892985,140.0214879810669,547.0639605892985,213.0214879810669,0.0
37,3,Pedestrian,0,0,0.4124104415973873,583.0,143.0,668.0,359.0,0.8749925494194031
37,7,Pedestrian,0,0,0.0,477.0,131.0,569.0,364.0,0.8737974762916565
37,12,Pedestrian,0,0,0.039978687123290044,633.0,153.0,722.0,349.0,0.8070870637893677
37,1,Pedestrian,0,0,0.507098504392337,965.0,147.0,1106.0,362.0,0.8980297446250916
37,2,Pedestrian,0,1,0.2728575831142039,954.02503592111,127.99299402196505,1097.02503592111,362.99299402196505,0.0
37,15,Pedestrian,0,1,0.09368593169412881,380.72911743163843,150.0752603710385,453.72911743163843,350.0752603710385,0.0
37,6,Pedestrian,0,1,0.3217998382191398,522.133917187578,141.04497496013983,550.133917187578,214.04497496013983,0.0
38,3,Pedestrian,0,0,0.11065722117389565,601.0,145.0,687.0,359.0,0.8698234558105469
38,7,Pedestrian,0,0,0.13255153229667402,492.0,129.0,585.0,364.0,0.8730643391609192
38,1,Pedestrian,0,0,0.3080527810237764,987.0,154.0,1132.0,363.0,0.8472459316253662
38,2,Pedestrian,0,0,0.25205048145845915,989.0,137.0,1137.0,362.0,0.8931939601898193
38,12,Pedestrian,0,1,0.03990841460276671,632.9750059950001,152.99900199899702,721.9750059950001,348.999001998997,0.0
38,15,Pedestrian,0,1,0.09368593169412881,413.49022813544855,153.15352686169678,486.49022813544855,353.1535268616968,0.0
38,6,Pedestrian,0,1,0.3217998382191398,528.2738303841371,143.09194891828565,556.2738303841371,216.09194891828565,0.0
39,3,Pedestrian,0,0,0.16514867741462683,607.0,144.0,695.0,360.0,0.8809033036231995
39,7,Pedestrian,0,0,0.11710874456686428,509.0,127.0,604.0,365.0,0.8527045249938965
39,1,Pedestrian,0,0,0.039978687123290044,1012.0,153.0,1165.0,363.0,0.8820011615753174
39,2,Pedestrian,0,1,0.2513299107333192,989.0349900458752,137.00898401001194,1137.0349900458752,362.00898401001194,0.0
39,12,Pedestrian,0,1,0.03990841460276671,632.9250179850002,152.99700599699105,721.9250179850002,348.99700599699105,0.0
39,15,Pedestrian,0,1,0.09368593169412881,479.0124495430688,159.31005984301333,552.0124495430688,359.31005984301333,0.0
39,6,Pedestrian,0,1,0.3217998382191398,540.5536567772552,147.1858968345773,568.5536567772552,220.1858968345773,0.0
40,3,Pedestrian,0,0,0.348771003583907,618.0,140.0,707.0,358.0,0.7954698204994202
40,7,Pedestrian,0,0,0.15264932839526515,522.0,129.0,616.0,364.0,0.8269448280334473
40,1,Pedestrian,0,0,0.0,1035.0,153.0,1194.0,362.0,0.8723052740097046
40,17,Car,1,0,0.0,0.0,4.0,261.0,362.0,0.793997585773468
40,2,Pedestrian,0,1,0.2513299107333192,989.1049701376257,137.02695203003583,1137.1049701376257,362.02695203003583,0.0
40,12,Pedestrian,0,1,0.03990841460276671,632.8250419650004,152.99301399297912,721.8250419650004,348.9930139929791,0.0
40,15,Pedestrian,1,1,0.09368593169412881,610.0568923583093,171.62312580564645,683.0568923583093,371.62312580564645,0.0
40,6,Pedestrian,0,1,0.3217998382191398,565.1133095634915,155.37379266716061,593.1133095634915,228.37379266716061,0.0
41,3,Pedestrian,0,0,0.2914567944778671,628.0,137.0,719.0,360.0,0.8690882325172424
41,7,Pedestrian,0,0,0.07130746478529032,536.0,128.0,633.0,363.0,0.851238489151001
41,1,Pedestrian,0,0,0.10487693873023389,1054.0,155.0,1214.0,362.0,0.9124277234077454
41,17,Car,1,0,0.0,0.0,4.0,261.0,362.0,0.7858990430831909
41,2,Pedestrian,0,1,0.2513299107333192,989.2449303211267,137.0628880700836,1137.2449303211267,362.0628880700836,0.0
41,12,Pedestrian,0,1,0.03990841460276671,632.6250899250009,152.98502998495525,721.6250899250009,348.98502998495525,0.0
41,6,Pedestrian,0,1,0.3217998382191398,614.232615135964,171.74958433232723,642.232615135964,244.74958433232723,0.0
42,3,Pedestrian,0,0,0.06241880999595735,644.0,136.0,735.0,363.0,0.8535072207450867
42,7,Pedestrian,0,0,0.0,545.0,128.0,643.0,362.0,0.8807364702224731
42,1,Pedestrian,1,0,1.1902899496825317,1062.0,135.0,1224.0,362.0,0.8503412008285522
42,17,Car,1,0,1.5707963267948966,0.0,1.0,262.0,362.0,0.7472384572029114
42,2,Pedestrian,0,1,0.2513299107333192,989.5248506881287,137.13476015017915,1137.5248506881287,362.13476015017915,0.0
42,12,Pedestrian,0,1,0.03990841460276671,632.2251858450019,152.9690619689075,721.2251858450019,348.9690619689075,0.0
42,6,Pedestrian,0,1,0.3217998382191398,712.471226280909,204.50116766266046,740.471226280909,277.50116766266046,0.0
43,3,Pedestrian,0,0,0.05258306161094172,663.0,135.0,756.0,363.0,0.8751891851425171
43,7,Pedestrian,0,0,0.06241880999595735,561.0,127.0,660.0,362.0,0.8293707966804504
43,1,Pedestrian,1,0,0.4444192099010989,1083.0,145.0,1224.0,364.0,0.8299204111099243
43,12,Pedestrian,0,0,0.19839560629698152,513.0,129.0,617.0,361.0,0.8137038350105286
43,2,Pedestrian,0,1,0.2513299107333192,990.0846914221327,137.27850431037024,1138.0846914221327,362.27850431037024,0.0
43,6,Pedestrian,0,1,0.3217998382191398,908.9484485707991,270.00433432332693,936.9484485707991,343.00433432332693,0.0
44,3,Pedestrian,0,0,0.16514867741462683,681.0,138.0,774.0,362.0,0.8982586860656738
44,7,Pedestrian,0,0,0.12435499454676144,577.0,125.0,677.0,363.0,0.853818416595459
44,12,Pedestrian,0,0,0.11065722117389565,495.0,131.0,595.0,356.0,0.8195998668670654
44,6,Pedestrian,0,0,0.34950893744921163,555.0,141.0,585.0,222.0,0.7500866651535034
44,17,Car,1,0,0.0,0.0,1.0,262.0,361.0,0.7558548450469971
44,2,Pedestrian,0,1,0.2513299107333192,991.2043728901406,137.56599263075242,1139.2043728901406,362.5659926307524,0.0
45,3,Pedestrian,0,0,0.07677189126977804,694.0,139.0,789.0,362.0,0.8689180016517639
45,7,Pedestrian,0,0,0.18822150530477075,598.0,121.0,701.0,362.0,0.8438016176223755
45,12,Pedestrian,0,0,0.2914567944778671,485.0,134.0,578.0,346.0,0.8213405609130859
45,6,Pedestrian,0,0,0.0,558.0,141.0,588.0,224.0,0.748487114906311
45,17,Car,1,0,1.5707963267948966,0.0,3.0,261.0,361.0,0.8465284705162048
45,2,Pedestrian,0,1,0.2513299107333192,993.4437358261564,138.14096927151678,1141.4437358261564,363.1409692715168,0.0
46,3,Pedestrian,0,0,0.10487693873023389,713.0,137.0,808.0,362.0,0.8785184621810913
46,7,Pedestrian,0,0,0.05549850524571683,616.0,120.0,719.0,362.0,0.8501161932945251
